IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.132.64,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.170.225,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.189.92,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.80.110,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.232.148,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.189.143,2083,2083,true,SIN,Asia Pacific,Singapore,33,0.00
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.242.202.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,34,0.00
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.170.225,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.34.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.232.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.238.40.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.164.209,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.251.159,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.49.34,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.175.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.53.110,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,36,0.00
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.3.84,80,80,false,FRA,Europe,Frankfurt,36,0.00
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.97.50,2053,2053,true,SIN,Asia Pacific,Singapore,36,0.00
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.165.117,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.237.90,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.181.117,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.49.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.207.214,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.34.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.11.90,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.222.172,80,80,false,FRA,Europe,Frankfurt,38,0.00
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.243.95,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.252.237,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.100.23,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.155.238,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.237.84.173,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.155.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.201.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.243,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.207.214,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
